	splice1	splice2	splice3	splice4	splice5	splice6	splice7	splice8	splice9	splice10	gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10
person1	-1.3529181072269787	-1.234140172646692	2.0742133591092773	1.7618072728727319	-0.2533876169037353	-0.500391258892962	1.433285717522463	-1.0324507081260927	-0.9545846962560391	0.537633736808414	0.4236010191429378	0.5937021477029862	-0.2010983833427718	2.0604776221029963	1.0564788492180972	-0.11006238147230904	0.826191802446303	2.187558084331576	1.955769234296835	-1.114758534857039
person2	-0.5032416538334411	0.10912936847950627	-0.6642632473859188	0.3887520702877236	1.5178946025796178	0.007263835312971306	0.6831659060686368	-2.065647679608738	-0.046814135943233026	-0.834814102656576	-0.790636794882329	1.4384048069651318	-1.1586258286276692	-1.4394920346299316	-0.3648066524523555	0.5985881092369741	0.014065002715947305	-0.5243646074682353	-0.6177282915447978	-0.641684239379542
person3	-1.3471271027252663	-0.7512397875373326	-0.7725999412560274	0.9616409800535056	-1.5334350465867395	-0.056977279693309665	-0.3519541406044724	-0.1786464025340668	1.0814239750445347	0.44049848116057544	-0.7464400074576012	2.210219569223808	0.2566340172961459	0.5159601222088498	-0.36755019682090534	-0.03604673045136853	-0.5681360765181488	-2.6242871565301322	-1.3051771023357348	-1.6492589276961755
person4	1.2701122012696746	-0.038087967774090306	0.5845755103798154	-0.16740110291757637	0.2176325085197675	0.09940194069334556	-0.9026977047913936	0.27945190577435614	0.2503507925074402	2.267920043922369	-2.0343436690419026	-1.1581075021246157	1.3291443780444725	0.66536927396185	1.325808562426079	0.588910099705415	0.8570919734698854	-0.7870546043088235	0.5526038237846858	0.6803508309888838
person5	1.8224376937791036	-0.7266920204360866	-0.7429324373803656	-1.39532620304268	-0.712322177108606	0.24837674067638763	1.1987629816533512	-0.6183927144099907	-0.6964407926332116	-2.0387723422001978	-0.4617834573508922	0.5419468043846682	0.5370953955717797	-0.755319706335314	-0.9705178772995218	-1.081067960015985	0.19401719752329005	0.5014625595712329	-0.7332934417255264	0.03621066671667305
person6	-0.26576503059268325	-0.9328295258628158	-0.8965735822199526	-0.8142616834952917	-0.15823103090653662	-1.9732356663899964	-1.253813051347147	2.512914840275825	-1.375948573010874	-1.0689063168533666	0.6164408511098066	0.598764176998055	1.5660221735578472	0.8613455167699235	-0.8549304557134487	1.921243878819072	-0.39420899025840794	1.254759695757966	0.107230772346425	-0.36628901303132594
person7	1.7815532781687302	2.9771126567154673	-1.3041533635069495	-0.31043327627611883	0.32819388273365463	1.7625298193951424	-0.8132060368128897	-0.08838223495477271	0.8395471645216636	0.34508229252866635	-1.6188316629574522	-0.16630920173401462	-1.6817073459652492	0.5872462572403248	1.5410691857935284	-0.6756764208313637	0.3992738106837067	-0.6028860640796436	-0.5730627374748564	0.722350298089896
person8	-0.48435214124030224	-0.017705209307514257	0.15362102848600767	-0.1815814003745831	-0.3503429602022208	0.15897458045490104	-0.41724650218413556	0.6968916012137398	1.0921089400238706	0.0871876420929178	0.04397853993188765	1.6851731293460324	-0.5573106268344652	1.5892125787740747	0.19050580553644722	0.9917660558553089	-0.31436142019680213	0.10630617133945092	-0.07199267643849074	-0.7551862678999718
person9	0.2609388486055805	0.16656140283402773	1.0263673138201534	-0.6604195367500293	0.30022249897916375	-0.19404371520436325	2.012937720951052	1.903933757975548	0.4194757626319246	-0.7607951857961582	0.7024823887129515	0.6298205653225621	0.565662699855156	2.0650684276308846	1.476891409041618	-0.23390496899561064	0.46698759225919517	-0.4960707680999279	0.06363617191542718	-0.5383952197146065
person10	-1.2381852348647744	1.2880450571589221	1.1930895373262838	0.5299800872332564	-2.0001885440859977	0.9039668397046705	0.5092691580242231	-1.036158985328128	-0.5004870654128359	0.1871632608577301	1.6028841449177407	0.3522251483041228	-0.28151879474843167	1.7611718381587864	-1.9675620159670957	-1.9499973878335246	0.8697426141297336	0.2217644770344803	0.2854522183055912	-1.2050282268993193
